ReturnItemID,ReturnID,OrderItemID,Quantity,RefundAmount
5997,4301,87192,1,128.29
5998,4302,87195,1,135.39
5999,4303,87214,1,489.42
6000,4304,87230,1,627.65
6001,4304,87231,1,49.74
6002,4305,87252,1,286.56
6003,4306,87263,1,1393.36
6004,4307,87295,1,34.50
6005,4308,87306,1,147.87
6006,4309,87387,1,1422.82
6007,4310,87409,1,743.75
6008,4311,87448,2,89.12
6009,4312,87463,1,893.87
6010,4313,87467,2,1919.92
6011,4313,87469,1,501.81
6012,4313,87466,2,2412.12
6013,4314,87500,1,147.87
6014,4315,87513,1,72.24
6015,4315,87512,1,165.52
6016,4316,87535,1,653.13
6017,4316,87537,1,20.20
6018,4316,87536,1,23.32
6019,4317,87559,1,24.92
6020,4317,87558,1,12.93
6021,4318,87578,1,11.22
6022,4318,87577,2,2803.88
6023,4319,87592,1,55.50
6024,4319,87593,1,25.23
6025,4320,87595,1,59.60
6026,4321,87600,2,41.96
6027,4322,87615,1,301.12
6028,4323,87637,3,2637.48
6029,4324,87643,3,4008.60
6030,4325,87646,1,1640.96
6031,4326,87648,1,94.37
6032,4327,87669,1,20.57
6033,4328,87698,1,23.32
6034,4328,87699,1,550.08
6035,4329,87709,2,20.16
6036,4330,87740,1,38.81
6037,4331,87763,1,40.49
6038,4331,87764,1,253.24
6039,4332,87768,2,56.10
6040,4333,87780,1,400.15
6041,4334,87853,1,62.16
6042,4335,87869,1,858.19
6043,4335,87868,1,418.78
6044,4336,87881,1,72.24
6045,4337,87889,1,20.67
6046,4337,87890,1,2378.49
6047,4338,87898,1,2447.64
6048,4339,87939,1,164.20
6049,4340,88044,1,943.90
6050,4341,88045,1,128.29
6051,4341,88046,1,714.22
6052,4342,88068,1,10.00
6053,4342,88070,1,556.36
6054,4342,88069,1,41.91
6055,4343,88078,1,378.16
6056,4343,88077,1,550.27
6057,4344,88081,1,105.40
6058,4344,88085,1,65.02
6059,4345,88183,1,502.23
6060,4345,88182,2,503.90
6061,4346,88205,1,44.56
6062,4347,88235,1,1069.81
6063,4347,88233,1,27.08
6064,4348,88254,1,296.23
6065,4348,88253,1,83.45
6066,4349,88303,1,137.24
6067,4350,88312,1,80.06
6068,4351,88318,1,21.17
6069,4351,88319,1,11.11
6070,4352,88339,2,142.66
6071,4353,88349,1,14.99
6072,4353,88347,1,10.08
6073,4354,88375,1,89.29
6074,4355,88385,1,55.34
6075,4356,88408,1,17.31
6076,4357,88422,2,837.56
6077,4357,88423,1,838.84
6078,4358,88425,1,19.75
6079,4359,88429,1,51.63
6080,4360,88476,1,910.35
6081,4361,88483,1,206.57
6082,4361,88484,1,60.54
6083,4362,88544,1,1026.34
6084,4362,88541,1,1629.64
6085,4363,88552,1,17.43
6086,4363,88553,1,212.25
6087,4363,88551,1,332.27
6088,4364,88573,2,42.26
6089,4364,88575,1,113.78
6090,4364,88574,2,615.84
6091,4365,88581,1,21.66
6092,4365,88582,1,1590.04
6093,4366,88587,2,25.86
6094,4367,88615,1,1050.61
6095,4368,88618,1,301.12
6096,4369,88643,1,28.05
6097,4370,88691,1,924.24
6098,4371,88724,1,30.37
6099,4371,88723,1,20.20
6100,4372,88825,1,76.58
6101,4373,88847,1,137.54
6102,4374,88855,1,72.24
6103,4374,88854,2,1100.20
6104,4375,88857,1,416.58
6105,4376,88875,1,65.80
6106,4376,88877,2,68.92
6107,4377,88881,1,51.55
6108,4378,88896,1,53.63
6109,4379,88925,1,20.57
6110,4380,88963,1,639.60
6111,4381,89008,1,99.34
6112,4382,89009,1,57.28
6113,4383,89055,2,25.58
6114,4384,89058,1,10.52
6115,4385,89061,2,425.16
6116,4386,89105,1,924.24
6117,4387,89131,1,32.32
6118,4387,89128,1,486.17
6119,4387,89129,1,478.83
6120,4387,89130,1,80.08
6121,4388,89142,1,87.62
6122,4388,89141,2,144.48
6123,4389,89145,1,19.75
6124,4390,89170,1,1624.16
6125,4391,89176,1,1455.42
6126,4392,89211,1,76.58
6127,4393,89216,1,13.80
6128,4394,89217,1,87.62
6129,4395,89254,1,154.61
6130,4396,89255,2,246.90
6131,4396,89256,1,809.25
6132,4397,89275,1,1234.28
6133,4398,89312,1,57.07
6134,4398,89313,2,3085.62
6135,4399,89330,1,1611.08
6136,4400,89373,1,57.28
6137,4400,89372,1,579.05
6138,4401,89383,1,884.27
6139,4401,89382,1,36.20
6140,4402,89403,1,943.90
6141,4403,89410,1,241.41
6142,4404,89418,1,1261.36
6143,4405,89463,1,220.02
6144,4405,89465,1,103.38
6145,4406,89522,4,8526.20
6146,4407,89529,1,20.20
6147,4408,89544,1,571.78
6148,4408,89545,1,157.26
6149,4409,89585,1,37.74
6150,4410,89595,1,441.66
6151,4411,89600,1,13.05
6152,4412,89618,1,1064.18
6153,4412,89619,1,20.18
6154,4413,89681,1,63.87
6155,4414,89704,1,20.57
6156,4415,89740,2,500.20
6157,4415,89741,1,56.76
6158,4416,89762,1,441.66
6159,4417,89780,1,33.74
6160,4418,89818,1,50.42
6161,4419,89830,1,604.34
6162,4420,89832,1,83.17
6163,4421,89856,1,2179.37
6164,4422,89870,1,42.96
6165,4423,89914,1,65.80
6166,4423,89912,2,1829.62
6167,4423,89913,1,28.15
6168,4424,89934,1,26.63
6169,4425,90006,2,90.62
6170,4426,90057,1,103.15
6171,4426,90056,1,142.24
6172,4427,90088,1,66.43
6173,4427,90086,1,968.66
6174,4428,90093,4,287.04
6175,4428,90092,1,1220.41
6176,4429,90099,1,400.10
6177,4429,90100,1,2001.53
6178,4430,90142,2,832.62
6179,4431,90203,1,13.80
6180,4431,90204,2,88.12
6181,4432,90236,2,1101.82
6182,4433,90241,1,42.32
6183,4433,90242,1,66.91
6184,4434,90246,1,10.18
6185,4435,90271,1,45.95
6186,4436,90272,1,97.10
6187,4437,90282,3,4000.32
6188,4437,90283,1,55.66
6189,4438,90299,1,546.88
6190,4439,90343,2,145.72
6191,4440,90394,1,813.83
6192,4441,90404,1,62.16
6193,4441,90405,1,30.41
6194,4442,90418,1,140.93
6195,4443,90423,1,80.80
6196,4444,90451,1,492.09
6197,4445,90452,1,21.29
6198,4446,90460,1,402.14
6199,4447,90496,1,101.21
6200,4447,90498,1,28.82
6201,4447,90497,3,75.63
6202,4448,90521,1,45.62
6203,4449,90572,1,117.55
6204,4449,90570,1,1333.44
6205,4450,90602,1,82.15
6206,4450,90601,1,1422.82
6207,4451,90644,1,971.38
6208,4451,90645,1,31.46
6209,4451,90640,1,19.08
6210,4451,90643,1,208.28
6211,4452,90656,1,133.23
6212,4453,90693,2,3570.02
6213,4454,90705,1,21.29
6214,4454,90704,1,83.17
6215,4455,90721,1,62.16
6216,4455,90720,1,1455.42
6217,4456,90729,1,51.68
6218,4456,90728,1,10.33
6219,4457,90814,2,94.86
6220,4458,90818,1,27.37
6221,4458,90817,1,21.75
6222,4459,90826,1,17.78
6223,4460,90869,1,14.61
6224,4461,90906,1,20.57
6225,4462,90930,2,900.70
6226,4463,90947,1,25.21
6227,4464,90966,1,164.20
6228,4465,90983,2,113.52
6229,4466,90991,1,142.24
6230,4466,90990,1,67.14
6231,4467,91002,1,19.75
6232,4467,91003,1,1064.21
6233,4467,91004,1,2199.19
6234,4468,91051,1,492.09
6235,4469,91081,1,89.21
6236,4470,91107,1,90.28
6237,4471,91119,2,43.32
6238,4472,91162,1,1729.59
6239,4473,91186,1,23.74
6240,4474,91190,1,11.96
6241,4475,91198,1,1847.46
6242,4475,91199,1,48.56
6243,4476,91271,1,213.79
6244,4477,91292,1,20.57
6245,4477,91291,1,41.51
6246,4478,91301,1,1393.36
6247,4478,91299,1,492.09
6248,4478,91300,1,20.57
6249,4479,91340,1,174.18
6250,4480,91351,1,137.25
6251,4481,91374,1,39.08
6252,4482,91409,1,418.78
6253,4482,91408,2,206.30
6254,4483,91415,1,206.57
6255,4483,91416,1,34.40
6256,4483,91414,1,52.30
6257,4483,91418,1,15.62
6258,4484,91428,1,300.08
6259,4485,91443,1,208.28
6260,4485,91441,1,1587.17
6261,4486,91496,1,93.15
6262,4487,91504,1,23.79
6263,4487,91505,1,107.12
6264,4488,91510,1,30.83
6265,4488,91513,1,617.98
6266,4489,91516,1,83.17
6267,4489,91515,2,309.22
6268,4490,91519,2,159.78
6269,4491,91531,2,133.82
6270,4492,91547,1,1640.96
6271,4492,91544,1,529.42
6272,4493,91550,1,571.78
6273,4494,91569,1,38.54
6274,4495,91570,1,100.34
6275,4496,91577,1,401.64
6276,4497,91581,1,83.17
6277,4498,91612,1,911.71
6278,4499,91621,1,12.79
6279,4500,91629,1,80.08
6280,4501,91647,1,1551.31
6281,4502,91657,1,67.14
6282,4503,91664,1,52.00
6283,4504,91672,2,503.90
6284,4505,91675,2,210.04
6285,4506,91699,2,39.50
6286,4507,91714,1,445.27
6287,4508,91784,1,38.81
6288,4508,91782,1,10.00
6289,4508,91785,1,492.09
6290,4509,91793,1,17.31
6291,4510,91803,1,635.62
6292,4511,91834,2,145.72
6293,4511,91836,1,1596.53
6294,4511,91835,1,400.65
6295,4512,91850,1,832.56
6296,4513,91858,1,29.99
6297,4514,91926,1,643.12
6298,4515,91977,1,1064.18
6299,4515,91976,1,1047.38
6300,4516,92009,3,573.45
6301,4517,92035,1,45.31
6302,4518,92039,2,922.30
6303,4519,92056,1,105.02
6304,4520,92064,1,28.51
6305,4520,92062,1,15.41
6306,4520,92063,1,11.11
6307,4521,92068,1,80.06
6308,4521,92069,1,1263.11
6309,4521,92072,1,110.63
6310,4521,92071,1,23.74
6311,4522,92073,1,20.29
6312,4522,92074,1,1532.05
6313,4523,92084,1,100.00
6314,4523,92086,1,793.14
6315,4524,92121,1,60.27
6316,4525,92148,1,25.01
6317,4525,92146,1,72.24
6318,4526,92156,1,11.27
6319,4527,92190,1,873.98
6320,4528,92248,1,50.42
6321,4529,92261,1,56.18
6322,4530,92321,1,41.07
6323,4531,92330,1,87.62
6324,4532,92345,1,45.95
6325,4533,92378,1,71.76
6326,4534,92399,1,114.82
6327,4535,92402,1,28.15
6328,4536,92404,1,1772.19
6329,4537,92442,1,1030.42
6330,4538,92450,2,80.98
6331,4538,92451,2,104.00
6332,4539,92461,2,48.64
6333,4540,92488,1,116.11
6334,4540,92489,1,25.55
6335,4540,92487,1,80.08
6336,4541,92495,1,985.33
6337,4542,92502,1,41.91
6338,4542,92501,1,33.74
6339,4543,92523,1,27.08
6340,4544,92536,1,315.70
6341,4545,92561,1,84.60
6342,4545,92560,1,489.42
6343,4546,92617,1,28.82
6344,4546,92616,2,800.20
6345,4547,92629,1,1029.87
6346,4547,92628,3,3084.24
6347,4547,92627,1,441.66
6348,4548,92652,1,77.26
6349,4549,92662,1,128.29
6350,4550,92669,1,1166.38
6351,4551,92692,1,12.79
6352,4552,92712,1,27.37
6353,4553,92729,1,19.75
6354,4554,92752,1,30.00
6355,4555,92762,1,860.15
6356,4556,92768,1,20.57
6357,4557,92794,1,985.12
6358,4557,92792,1,15.41
6359,4558,92814,1,52.98
6360,4559,92845,1,866.06
6361,4560,92866,2,119.20
6362,4560,92865,1,21.66
6363,4560,92867,1,57.64
6364,4561,92886,1,25.80
6365,4562,92892,3,255.99
6366,4563,92903,1,100.00
6367,4564,92909,1,25.21
6368,4565,92934,1,342.10
6369,4566,92937,1,40.00
6370,4566,92935,2,1196.04
6371,4567,92987,1,579.05
6372,4568,93034,1,10.31
6373,4568,93035,1,34.50
6374,4568,93036,1,118.50
6375,4569,93038,2,110.68
6376,4570,93121,1,80.98
6377,4570,93122,2,341.84
6378,4571,93148,1,20.57
6379,4572,93212,1,1524.32
6380,4573,93225,1,784.59
6381,4574,93227,1,73.42
6382,4575,93254,1,28.05
6383,4575,93255,1,11.96
6384,4576,93257,1,21.13
6385,4577,93263,1,95.62
6386,4578,93275,1,24.92
6387,4579,93297,1,2194.34
6388,4580,93305,2,3570.02
6389,4581,93309,1,118.50
6390,4582,93319,1,262.84
6391,4582,93317,1,80.80
6392,4582,93318,1,27.08
6393,4582,93316,1,28.15
6394,4583,93342,1,147.87
6395,4584,93352,1,147.87
6396,4585,93382,1,40.49
6397,4586,93392,1,76.45
6398,4587,93418,1,10.59
6399,4588,93449,2,972.34
6400,4588,93448,1,41.51
6401,4588,93450,1,1863.01
6402,4589,93463,1,128.29
6403,4590,93468,1,546.88
6404,4591,93475,1,833.60
6405,4592,93547,1,51.76
6406,4593,93554,1,1455.42
6407,4593,93553,1,490.10
6408,4593,93556,1,1134.04
6409,4594,93598,1,28.15
6410,4595,93624,1,203.55
6411,4595,93625,1,47.43
6412,4596,93661,1,87.62
6413,4596,93658,1,760.02
6414,4597,93708,1,1983.12
6415,4598,93726,1,1081.27
6416,4599,93730,1,265.44
6417,4600,93786,2,178.58
6418,4601,93788,1,274.48
6419,4602,93805,1,124.34
6420,4603,93819,1,28.15
6421,4604,93848,1,984.60
6422,4604,93849,1,184.97
6423,4605,93852,1,57.28
6424,4605,93851,1,315.70
6425,4606,93870,1,34.40
6426,4607,93871,1,24.32
6427,4608,93893,1,62.56
6428,4609,93916,1,126.79
6429,4610,93921,1,41.91
6430,4611,93944,1,10.00
6431,4612,93949,1,65.80
6432,4612,93948,1,80.98
6433,4612,93951,1,21.75
6434,4612,93952,1,118.50
6435,4613,93958,4,629.04
6436,4613,93957,1,55.34
6437,4614,93979,1,10.18
6438,4615,94009,1,31.46
6439,4616,94016,1,20.57
6440,4617,94040,1,102.86
6441,4618,94048,1,22.09
6442,4618,94047,1,1393.36
6443,4618,94049,1,489.42
6444,4619,94053,1,832.56
6445,4619,94054,1,1358.95
6446,4620,94076,3,160.89
6447,4621,94087,2,801.88
6448,4621,94085,2,83.82
6449,4621,94086,1,22.46
6450,4622,94090,1,20.20
6451,4622,94089,2,1586.84
6452,4622,94091,1,21.17
6453,4623,94129,1,27.92
6454,4624,94150,1,29.52
6455,4625,94157,1,43.09
6456,4626,94165,1,506.45
6457,4627,94181,1,1069.81
6458,4628,94182,1,41.91
6459,4629,94195,1,137.25
6460,4629,94196,1,55.66
6461,4630,94201,1,22.09
6462,4630,94200,1,833.75
6463,4631,94229,1,834.90
6464,4632,94230,1,93.54
6465,4633,94245,1,2300.19
6466,4633,94244,1,30.84
6467,4634,94248,1,27.37
6468,4635,94250,1,21.13
6469,4636,94265,3,129.27
6470,4637,94268,1,19.42
6471,4637,94269,1,1555.76
6472,4638,94276,1,366.39
6473,4639,94299,1,649.82
6474,4640,94333,1,28.05
6475,4641,94334,1,697.89
6476,4642,94347,1,51.87
6477,4643,94366,1,20.29
6478,4643,94365,1,51.87
6479,4644,94377,1,10.00
6480,4644,94376,1,49.46
6481,4645,94389,2,41.14
6482,4645,94390,1,46.60
6483,4646,94412,1,750.57
6484,4646,94411,1,97.10
6485,4646,94413,1,67.22
6486,4647,94444,1,118.26
6487,4648,94489,1,24.32
6488,4649,94492,2,40.58
6489,4650,94498,1,212.25
6490,4651,94520,3,63.87
6491,4652,94540,1,20.20
6492,4653,94544,1,15.41
6493,4654,94603,2,232.22
6494,4655,94668,1,501.81
6495,4655,94667,1,27.76
6496,4656,94680,3,260.19
6497,4657,94726,1,85.33
6498,4658,94752,2,1061.54
6499,4658,94751,1,63.87
6500,4659,94798,2,121.08
6501,4659,94797,1,552.73
6502,4660,94882,1,20.57
6503,4661,94948,1,409.24
6504,4661,94947,1,474.06
6505,4662,94978,1,40.00
6506,4663,95003,2,1306.26
6507,4664,95037,1,409.24
6508,4665,95079,2,20.02
6509,4666,95086,1,1960.67
6510,4666,95085,1,30.37
6511,4667,95096,1,10.18
6512,4667,95099,1,54.97
6513,4667,95097,1,62.56
6514,4668,95106,1,44.06
6515,4669,95112,1,28.05
6516,4670,95114,1,80.03
6517,4671,95166,1,21.17
6518,4672,95174,1,40.49
6519,4672,95173,1,813.01
6520,4673,95217,1,10.00
6521,4673,95216,1,39.08
6522,4674,95259,1,10.00
6523,4675,95271,4,1829.84
6524,4676,95300,1,1590.04
6525,4677,95335,1,80.06
6526,4677,95334,1,358.20
6527,4678,95364,1,84.35
6528,4679,95388,1,66.91
6529,4680,95397,1,41.91
6530,4681,95398,1,93.54
6531,4681,95399,2,1334.66
6532,4682,95413,1,319.38
6533,4683,95426,1,76.58
6534,4683,95423,1,22.46
6535,4683,95425,1,492.09
6536,4683,95424,1,46.60
6537,4684,95454,1,10.18
6538,4685,95496,1,127.83
6539,4686,95578,1,42.43
6540,4687,95614,1,21.75
6541,4687,95616,1,315.70
6542,4687,95613,1,852.47
6543,4687,95617,1,51.55
6544,4688,95627,1,51.76
6545,4689,95638,2,655.18
6546,4690,95678,1,24.33
6547,4690,95675,1,441.66
6548,4691,95687,1,30.84
6549,4691,95688,1,521.64
6550,4692,95729,1,31.46
6551,4693,95750,1,299.19
6552,4693,95752,1,561.11
6553,4694,95774,1,610.92
6554,4695,95808,1,222.72
6555,4695,95807,1,11.96
6556,4696,95868,1,2041.88
6557,4697,95890,1,258.98
6558,4697,95891,1,90.28
6559,4698,95893,1,25.21
6560,4699,95903,1,31.00
6561,4700,95923,1,32.32
6562,4701,95951,1,461.15
6563,4701,95952,1,30.41
6564,4702,95976,1,80.03
6565,4703,95984,1,120.74
6566,4704,95996,2,638.76
6567,4705,96006,2,177.44
6568,4705,96005,1,1567.00
6569,4706,96036,1,20.57
6570,4707,96042,2,103.74
6571,4708,96062,1,119.05
6572,4709,96088,1,208.28
6573,4710,96094,1,62.56
6574,4711,96107,1,480.83
6575,4712,96121,1,101.08
6576,4713,96147,1,101.75
6577,4713,96146,2,416.92
6578,4714,96166,1,99.34
6579,4715,96183,1,428.10
6580,4715,96184,1,78.33
6581,4716,96207,1,1001.20
6582,4716,96208,2,407.10
6583,4717,96233,1,510.81
6584,4718,96234,1,51.55
6585,4719,96255,2,160.12
6586,4720,96277,1,55.34
6587,4721,96287,1,100.00
6588,4722,96306,1,16.82
6589,4723,96359,1,56.18
6590,4724,96385,1,1209.50
6591,4725,96394,1,28.15
6592,4725,96395,1,321.67
6593,4726,96416,1,18.18
6594,4727,96426,1,959.96
6595,4728,96465,1,971.38
6596,4729,96487,1,1014.31
6597,4730,96520,1,323.99
6598,4731,96533,1,56.76
6599,4732,96552,2,1061.54
6600,4733,96555,1,147.87
6601,4734,96568,1,56.18
6602,4735,96587,1,105.02
6603,4736,96597,1,20.98
6604,4736,96596,1,565.64
6605,4737,96603,1,25.23
6606,4738,96606,1,793.14
6607,4739,96632,1,41.91
6608,4739,96633,1,18.32
6609,4740,96668,1,72.24
6610,4741,96671,1,107.55
6611,4741,96672,1,555.66
6612,4742,96674,1,140.31
6613,4743,96677,1,30.77
6614,4744,96680,1,40.49
6615,4745,96707,3,1650.81
6616,4746,96718,1,62.16
6617,4747,96720,1,25.21
6618,4747,96721,1,20.20
6619,4748,96727,1,23.33
6620,4748,96728,2,3281.92
6621,4749,96748,1,11.27
6622,4750,96773,1,1455.42
6623,4750,96772,1,1064.21
6624,4751,96777,1,959.34
6625,4752,96784,1,550.10
6626,4752,96785,2,489.24
6627,4753,96796,1,23.32
6628,4754,96813,1,854.06
6629,4754,96812,1,29.10
6630,4755,96825,1,50.42
6631,4756,96829,1,79.89
6632,4756,96830,1,1036.13
6633,4757,96839,1,20.32
6634,4758,96845,1,105.02
6635,4758,96847,1,852.47
6636,4759,96864,1,1050.61
6637,4760,96872,1,80.16
6638,4761,96922,1,39.19
6639,4761,96923,1,128.29
6640,4762,96930,2,107.26
6641,4763,96934,1,15.69
6642,4764,96955,1,521.64
6643,4765,96959,1,147.87
6644,4765,96962,1,34.02
6645,4766,96983,1,23.32
6646,4767,96986,1,555.66
6647,4768,97070,1,23.33
6648,4768,97071,1,20.57
6649,4768,97069,1,735.04
6650,4769,97086,1,2447.64
6651,4769,97088,1,948.64
6652,4770,97127,1,210.44
6653,4770,97126,1,806.75
6654,4771,97142,1,547.00
6655,4772,97144,1,784.59
6656,4773,97156,1,230.99
6657,4774,97181,1,873.98
6658,4775,97198,1,22.09
6659,4776,97207,1,23.32
6660,4777,97229,1,1219.13
6661,4778,97232,1,41.07
6662,4779,97254,1,15.11
6663,4779,97253,1,15.22
6664,4780,97332,1,417.23
6665,4781,97340,2,100.84
6666,4782,97371,1,137.24
6667,4783,97377,1,510.81
6668,4784,97385,1,80.06
6669,4785,97390,1,1008.83
6670,4785,97389,1,37.74
6671,4786,97398,2,1092.64
6672,4787,97431,2,170.50
6673,4788,97441,2,413.14
6674,4788,97440,1,43.09
6675,4789,97442,1,80.98
6676,4790,97446,1,21.13
6677,4791,97460,1,18.59
6678,4792,97465,1,46.74
6679,4793,97484,1,30.00
6680,4794,97515,1,1455.42
6681,4795,97524,1,459.79
6682,4796,97526,1,50.42
6683,4796,97525,1,62.16
6684,4797,97543,1,38.54
6685,4797,97544,1,230.08
6686,4798,97563,1,85.33
6687,4799,97566,1,18.97
6688,4800,97569,1,12.79
6689,4801,97599,1,89.29
6690,4802,97608,2,121.08
6691,4802,97610,1,490.10
6692,4802,97609,1,21.75
6693,4803,97634,1,10.52
6694,4804,97654,1,17.31
6695,4804,97655,1,11.12
6696,4805,97664,1,52.00
6697,4805,97665,1,80.03
6698,4806,97713,1,21.29
6699,4806,97714,1,1422.82
6700,4807,97720,1,28.51
6701,4807,97721,2,194.20
6702,4808,97734,1,84.60
6703,4809,97879,2,783.52
6704,4810,97956,1,968.66
6705,4811,97957,3,631.32
6706,4811,97961,1,369.63
6707,4812,97970,1,307.92
6708,4813,97984,1,714.22
6709,4814,97994,2,34.86
6710,4815,97999,1,101.75
6711,4816,98005,1,45.95
6712,4817,98049,1,117.12
6713,4818,98066,1,147.87
6714,4819,98073,1,19.42
6715,4819,98072,1,25.21
6716,4819,98071,1,10.59
6717,4820,98098,1,51.55
6718,4821,98119,1,31.48
6719,4822,98128,1,44.76
6720,4823,98163,1,32.32
6721,4824,98170,1,80.06
6722,4825,98171,1,30.00
6723,4826,98175,1,308.48
6724,4826,98174,1,824.97
6725,4827,98220,1,66.23
6726,4828,98226,1,16.87
6727,4829,98240,1,38.81
6728,4830,98262,1,1047.38
6729,4831,98274,1,49.74
6730,4831,98273,1,38.81
6731,4832,98320,1,99.34
6732,4833,98328,1,22.36
6733,4834,98381,2,598.38
6734,4835,98385,1,2337.12
6735,4836,98408,1,378.16
6736,4837,98427,1,1050.61
6737,4838,98431,1,94.37
6738,4839,98455,1,10.30
6739,4840,98457,1,105.61
6740,4841,98473,1,52.98
6741,4842,98486,3,91.11
6742,4843,98487,3,101.22
6743,4844,98491,1,51.68
6744,4844,98490,1,555.66
6745,4844,98489,1,27.52
6746,4845,98498,1,62.16
6747,4846,98542,1,82.15
6748,4846,98543,1,877.63
6749,4846,98541,1,1960.67
6750,4847,98550,1,127.83
6751,4848,98584,1,24.33
6752,4848,98585,1,65.80
6753,4849,98635,1,14.17
6754,4850,98650,3,199.29
6755,4850,98651,1,122.06
6756,4851,98652,1,1134.04
6757,4852,98659,1,893.87
6758,4853,98666,1,77.43
6759,4854,98673,1,24.92
6760,4855,98680,1,70.40
6761,4856,98716,1,25.80
6762,4857,98725,1,356.02
6763,4858,98728,1,232.97
6764,4859,98732,4,129.28
6765,4860,98751,1,83.17
6766,4861,98772,1,541.12
6767,4861,98771,1,835.91
6768,4862,98774,1,32.32
6769,4863,98779,1,1677.17
6770,4864,98815,1,881.71
6771,4864,98816,1,23.91
6772,4865,98899,1,327.85
6773,4866,98963,1,579.05
6774,4867,98988,1,852.47
6775,4868,98992,1,97.20
6776,4868,98991,1,146.82
6777,4869,99008,1,27.76
6778,4870,99028,3,90.00
6779,4871,99038,1,21.75
6780,4872,99044,1,97.10
6781,4873,99048,2,1591.36
6782,4874,99050,1,838.84
6783,4874,99049,1,101.21
6784,4875,99085,1,806.75
6785,4876,99119,1,264.14
6786,4876,99120,1,639.60
6787,4876,99121,1,17.31
6788,4877,99182,1,391.76
6789,4877,99180,1,948.64
6790,4878,99215,1,110.60
6791,4879,99218,1,86.73
6792,4879,99219,1,31.48
6793,4880,99236,1,1261.36
6794,4881,99260,1,44.06
6795,4882,99273,4,5637.56
6796,4882,99274,1,11.27
6797,4883,99328,3,145.68
6798,4884,99333,1,475.71
6799,4885,99352,1,56.18
6800,4885,99354,1,486.17
6801,4886,99358,1,461.15
6802,4887,99379,1,33.58
6803,4887,99378,1,327.59
6804,4888,99409,1,550.91
6805,4888,99410,1,115.80
6806,4888,99411,1,21.29
6807,4889,99422,1,26.63
6808,4890,99430,1,26.33
6809,4891,99446,1,670.27
6810,4892,99460,1,57.07
6811,4893,99510,1,791.09
6812,4894,99550,1,76.58
6813,4894,99551,1,1983.12
6814,4894,99549,1,212.25
6815,4895,99556,1,34.46
6816,4895,99555,2,66.12
6817,4896,99558,1,99.66
6818,4897,99564,1,510.81
6819,4898,99609,1,67.22
6820,4898,99610,1,1187.18
6821,4899,99614,1,53.90
6822,4900,99669,1,838.84
6823,4901,99675,1,251.95
6824,4902,99683,1,120.10
6825,4902,99684,1,79.51
6826,4903,99691,1,585.55
6827,4904,99700,1,2006.01
6828,4905,99702,2,40.00
6829,4906,99715,1,212.25
6830,4907,99740,1,17.31
6831,4908,99744,1,561.11
6832,4909,99758,1,27.37
6833,4909,99759,1,959.74
6834,4909,99757,1,465.95
6835,4910,99771,1,667.33
6836,4910,99770,1,1977.06
6837,4911,99787,1,57.64
6838,4912,99790,1,963.60
6839,4912,99791,2,103.36
6840,4913,99797,1,50.19
6841,4914,99828,1,107.55
6842,4915,99831,1,27.76
6843,4916,99926,1,25.21
6844,4916,99927,1,34.02
6845,4917,99931,1,25.80
6846,4918,99938,1,55.34
6847,4919,99948,1,137.25
6848,4919,99947,1,144.34
6849,4920,99965,1,653.13
6850,4920,99963,4,315.76
6851,4921,99969,1,51.87
6852,4922,99987,2,42.26
6853,4923,100010,1,673.00
6854,4923,100009,1,65.80
6855,4923,100008,3,131.16
6856,4924,100020,1,20.20
6857,4925,100024,1,11.27
6858,4926,100031,1,80.03
6859,4926,100032,1,15.76
6860,4927,100058,1,28.51
6861,4928,100064,1,488.33
6862,4929,100085,1,76.45
6863,4930,100094,2,44.92
6864,4931,100096,2,1823.42
6865,4932,100126,2,55.52
6866,4933,100136,1,440.27
6867,4934,100141,1,475.71
6868,4935,100164,1,83.17
6869,4936,100169,1,48.56
6870,4936,100171,1,103.38
6871,4936,100170,1,58.91
6872,4937,100271,2,510.82
6873,4938,100298,1,196.53
6874,4939,100305,2,164.30
6875,4940,100329,1,108.46
6876,4941,100336,1,810.01
6877,4941,100335,1,985.33
6878,4942,100341,1,135.39
6879,4943,100344,1,10.59
6880,4944,100348,1,101.21
6881,4945,100357,2,166.34
6882,4946,100379,1,62.16
6883,4947,100411,1,1542.81
6884,4948,100416,1,147.87
6885,4949,100418,1,20.57
6886,4950,100433,1,35.30
6887,4951,100455,1,222.72
6888,4952,100463,1,20.20
6889,4953,100470,1,84.35
6890,4953,100471,1,252.83
6891,4953,100469,2,832.62
6892,4954,100491,1,1354.96
6893,4955,100496,1,103.15
6894,4956,100526,2,34.86
6895,4956,100525,1,40.49
6896,4957,100536,1,103.38
6897,4958,100597,2,68.04
6898,4959,100624,1,55.34
6899,4960,100640,1,154.61
6900,4961,100642,1,306.49
6901,4962,100657,2,2440.82
6902,4963,100663,1,1459.14
6903,4963,100662,1,434.92
6904,4964,100668,1,114.99
6905,4965,100678,1,107.55
6906,4966,100683,2,707.02
6907,4966,100685,1,299.19
6908,4966,100684,1,27.51
6909,4967,100691,1,60.27
6910,4967,100690,1,181.59
6911,4968,100702,1,94.70
6912,4969,100713,1,28.05
6913,4969,100710,1,795.68
6914,4970,100727,1,31.23
6915,4971,100754,1,571.78
6916,4972,100776,1,113.78
6917,4973,100790,1,985.12
6918,4974,100826,1,25.21
6919,4974,100825,1,145.38
