ProductID,Category,BaseKey,BaseName,VariantDim1Name,VariantDim1Value,VariantDim2Name,VariantDim2Value
2742,FASHION,FASHION_BASE_000092,Summer Dress 0092,Size,L,Color,Pink
2743,FASHION,FASHION_BASE_000092,Summer Dress 0092,Size,L,Color,Aqua Blue
2744,FASHION,FASHION_BASE_000092,Summer Dress 0092,Size,XL,Color,Red
2745,FASHION,FASHION_BASE_000092,Summer Dress 0092,Size,XL,Color,Green
2746,FASHION,FASHION_BASE_000092,Summer Dress 0092,Size,XL,Color,Pink
2747,FASHION,FASHION_BASE_000092,Summer Dress 0092,Size,XL,Color,Aqua Blue
2748,FASHION,FASHION_BASE_000093,T-Shirt 0093,Size,L,Color,Red
2749,FASHION,FASHION_BASE_000093,T-Shirt 0093,Size,L,Color,Beige
2750,FASHION,FASHION_BASE_000093,T-Shirt 0093,Size,XS,Color,Red
2751,FASHION,FASHION_BASE_000093,T-Shirt 0093,Size,XS,Color,Beige
2752,FASHION,FASHION_BASE_000093,T-Shirt 0093,Size,XL,Color,Red
2753,FASHION,FASHION_BASE_000093,T-Shirt 0093,Size,XL,Color,Beige
2754,FASHION,FASHION_BASE_000094,Summer Dress 0094,Size,L,Color,Red
2755,FASHION,FASHION_BASE_000094,Summer Dress 0094,Size,L,Color,Pink
2756,FASHION,FASHION_BASE_000094,Summer Dress 0094,Size,L,Color,Aqua Blue
2757,FASHION,FASHION_BASE_000094,Summer Dress 0094,Size,L,Color,Black
2758,FASHION,FASHION_BASE_000094,Summer Dress 0094,Size,M,Color,Red
2759,FASHION,FASHION_BASE_000094,Summer Dress 0094,Size,M,Color,Pink
2760,FASHION,FASHION_BASE_000094,Summer Dress 0094,Size,M,Color,Aqua Blue
2761,FASHION,FASHION_BASE_000094,Summer Dress 0094,Size,M,Color,Black
2762,FASHION,FASHION_BASE_000094,Summer Dress 0094,Size,XS,Color,Red
2763,FASHION,FASHION_BASE_000094,Summer Dress 0094,Size,XS,Color,Pink
2764,FASHION,FASHION_BASE_000094,Summer Dress 0094,Size,XS,Color,Aqua Blue
2765,FASHION,FASHION_BASE_000094,Summer Dress 0094,Size,XS,Color,Black
2766,FASHION,FASHION_BASE_000095,Skirt 0095,Size,XL,Color,Red
2767,FASHION,FASHION_BASE_000095,Skirt 0095,Size,XL,Color,Black
2768,FASHION,FASHION_BASE_000095,Skirt 0095,Size,S,Color,Red
2769,FASHION,FASHION_BASE_000095,Skirt 0095,Size,S,Color,Black
2770,FASHION,FASHION_BASE_000095,Skirt 0095,Size,M,Color,Red
2771,FASHION,FASHION_BASE_000095,Skirt 0095,Size,M,Color,Black
2772,FASHION,FASHION_BASE_000096,Summer Dress 0096,Size,S,Color,Aqua Blue
2773,FASHION,FASHION_BASE_000096,Summer Dress 0096,Size,S,Color,Pink
2774,FASHION,FASHION_BASE_000096,Summer Dress 0096,Size,S,Color,Beige
2775,FASHION,FASHION_BASE_000096,Summer Dress 0096,Size,S,Color,White
2776,FASHION,FASHION_BASE_000096,Summer Dress 0096,Size,XL,Color,Aqua Blue
2777,FASHION,FASHION_BASE_000096,Summer Dress 0096,Size,XL,Color,Pink
2778,FASHION,FASHION_BASE_000096,Summer Dress 0096,Size,XL,Color,Beige
2779,FASHION,FASHION_BASE_000096,Summer Dress 0096,Size,XL,Color,White
2780,FASHION,FASHION_BASE_000096,Summer Dress 0096,Size,M,Color,Aqua Blue
2781,FASHION,FASHION_BASE_000096,Summer Dress 0096,Size,M,Color,Pink
2782,FASHION,FASHION_BASE_000096,Summer Dress 0096,Size,M,Color,Beige
2783,FASHION,FASHION_BASE_000096,Summer Dress 0096,Size,M,Color,White
2784,FASHION,FASHION_BASE_000096,Summer Dress 0096,Size,XS,Color,Aqua Blue
2785,FASHION,FASHION_BASE_000096,Summer Dress 0096,Size,XS,Color,Pink
2786,FASHION,FASHION_BASE_000096,Summer Dress 0096,Size,XS,Color,Beige
2787,FASHION,FASHION_BASE_000096,Summer Dress 0096,Size,XS,Color,White
2788,FASHION,FASHION_BASE_000097,T-Shirt 0097,Size,XL,Color,White
2789,FASHION,FASHION_BASE_000097,T-Shirt 0097,Size,XL,Color,Black
2790,FASHION,FASHION_BASE_000097,T-Shirt 0097,Size,XL,Color,Green
2791,FASHION,FASHION_BASE_000097,T-Shirt 0097,Size,L,Color,White
2792,FASHION,FASHION_BASE_000097,T-Shirt 0097,Size,L,Color,Black
2793,FASHION,FASHION_BASE_000097,T-Shirt 0097,Size,L,Color,Green
2794,FASHION,FASHION_BASE_000097,T-Shirt 0097,Size,S,Color,White
2795,FASHION,FASHION_BASE_000097,T-Shirt 0097,Size,S,Color,Black
2796,FASHION,FASHION_BASE_000097,T-Shirt 0097,Size,S,Color,Green
2797,FASHION,FASHION_BASE_000098,Skirt 0098,Size,M,Color,Navy
2798,FASHION,FASHION_BASE_000098,Skirt 0098,Size,M,Color,Black
2799,FASHION,FASHION_BASE_000098,Skirt 0098,Size,M,Color,Red
2800,FASHION,FASHION_BASE_000098,Skirt 0098,Size,M,Color,Beige
2801,FASHION,FASHION_BASE_000098,Skirt 0098,Size,XS,Color,Navy
2802,FASHION,FASHION_BASE_000098,Skirt 0098,Size,XS,Color,Black
2803,FASHION,FASHION_BASE_000098,Skirt 0098,Size,XS,Color,Red
2804,FASHION,FASHION_BASE_000098,Skirt 0098,Size,XS,Color,Beige
2805,FASHION,FASHION_BASE_000098,Skirt 0098,Size,L,Color,Navy
2806,FASHION,FASHION_BASE_000098,Skirt 0098,Size,L,Color,Black
2807,FASHION,FASHION_BASE_000098,Skirt 0098,Size,L,Color,Red
2808,FASHION,FASHION_BASE_000098,Skirt 0098,Size,L,Color,Beige
2809,FASHION,FASHION_BASE_000099,T-Shirt 0099,Size,XS,Color,White
2810,FASHION,FASHION_BASE_000099,T-Shirt 0099,Size,XS,Color,Aqua Blue
2811,FASHION,FASHION_BASE_000099,T-Shirt 0099,Size,XS,Color,Pink
2812,FASHION,FASHION_BASE_000099,T-Shirt 0099,Size,S,Color,White
2813,FASHION,FASHION_BASE_000099,T-Shirt 0099,Size,S,Color,Aqua Blue
2814,FASHION,FASHION_BASE_000099,T-Shirt 0099,Size,S,Color,Pink
2815,FASHION,FASHION_BASE_000099,T-Shirt 0099,Size,M,Color,White
2816,FASHION,FASHION_BASE_000099,T-Shirt 0099,Size,M,Color,Aqua Blue
2817,FASHION,FASHION_BASE_000099,T-Shirt 0099,Size,M,Color,Pink
2818,FASHION,FASHION_BASE_000099,T-Shirt 0099,Size,XL,Color,White
2819,FASHION,FASHION_BASE_000099,T-Shirt 0099,Size,XL,Color,Aqua Blue
2820,FASHION,FASHION_BASE_000099,T-Shirt 0099,Size,XL,Color,Pink
2821,FASHION,FASHION_BASE_000099,T-Shirt 0099,Size,L,Color,White
2822,FASHION,FASHION_BASE_000099,T-Shirt 0099,Size,L,Color,Aqua Blue
2823,FASHION,FASHION_BASE_000099,T-Shirt 0099,Size,L,Color,Pink
2824,FASHION,FASHION_BASE_000100,Sneakers 0100,Size,9,Color,White
2825,FASHION,FASHION_BASE_000100,Sneakers 0100,Size,9,Color,Black
2826,FASHION,FASHION_BASE_000100,Sneakers 0100,Size,6,Color,White
2827,FASHION,FASHION_BASE_000100,Sneakers 0100,Size,6,Color,Black
2828,FASHION,FASHION_BASE_000100,Sneakers 0100,Size,10,Color,White
2829,FASHION,FASHION_BASE_000100,Sneakers 0100,Size,10,Color,Black
2830,FASHION,FASHION_BASE_000100,Sneakers 0100,Size,12,Color,White
2831,FASHION,FASHION_BASE_000100,Sneakers 0100,Size,12,Color,Black
2832,FASHION,FASHION_BASE_000101,T-Shirt 0101,Size,S,Color,Aqua Blue
2833,FASHION,FASHION_BASE_000101,T-Shirt 0101,Size,S,Color,Navy
2834,FASHION,FASHION_BASE_000101,T-Shirt 0101,Size,XL,Color,Aqua Blue
2835,FASHION,FASHION_BASE_000101,T-Shirt 0101,Size,XL,Color,Navy
2836,FASHION,FASHION_BASE_000101,T-Shirt 0101,Size,XS,Color,Aqua Blue
2837,FASHION,FASHION_BASE_000101,T-Shirt 0101,Size,XS,Color,Navy
2838,FASHION,FASHION_BASE_000101,T-Shirt 0101,Size,L,Color,Aqua Blue
2839,FASHION,FASHION_BASE_000101,T-Shirt 0101,Size,L,Color,Navy
2840,FASHION,FASHION_BASE_000101,T-Shirt 0101,Size,M,Color,Aqua Blue
2841,FASHION,FASHION_BASE_000101,T-Shirt 0101,Size,M,Color,Navy
2842,FASHION,FASHION_BASE_000102,Hoodie 0102,Size,M,Color,White
2843,FASHION,FASHION_BASE_000102,Hoodie 0102,Size,M,Color,Navy
2844,FASHION,FASHION_BASE_000102,Hoodie 0102,Size,M,Color,Black
2845,FASHION,FASHION_BASE_000102,Hoodie 0102,Size,M,Color,Gray
2846,FASHION,FASHION_BASE_000102,Hoodie 0102,Size,L,Color,White
2847,FASHION,FASHION_BASE_000102,Hoodie 0102,Size,L,Color,Navy
2848,FASHION,FASHION_BASE_000102,Hoodie 0102,Size,L,Color,Black
2849,FASHION,FASHION_BASE_000102,Hoodie 0102,Size,L,Color,Gray
2850,FASHION,FASHION_BASE_000102,Hoodie 0102,Size,XS,Color,White
2851,FASHION,FASHION_BASE_000102,Hoodie 0102,Size,XS,Color,Navy
2852,FASHION,FASHION_BASE_000102,Hoodie 0102,Size,XS,Color,Black
2853,FASHION,FASHION_BASE_000102,Hoodie 0102,Size,XS,Color,Gray
2854,FASHION,FASHION_BASE_000103,Summer Dress 0103,Size,XS,Color,Beige
2855,FASHION,FASHION_BASE_000103,Summer Dress 0103,Size,XS,Color,Black
2856,FASHION,FASHION_BASE_000103,Summer Dress 0103,Size,XS,Color,Aqua Blue
2857,FASHION,FASHION_BASE_000103,Summer Dress 0103,Size,M,Color,Beige
2858,FASHION,FASHION_BASE_000103,Summer Dress 0103,Size,M,Color,Black
2859,FASHION,FASHION_BASE_000103,Summer Dress 0103,Size,M,Color,Aqua Blue
2860,FASHION,FASHION_BASE_000103,Summer Dress 0103,Size,XL,Color,Beige
2861,FASHION,FASHION_BASE_000103,Summer Dress 0103,Size,XL,Color,Black
2862,FASHION,FASHION_BASE_000103,Summer Dress 0103,Size,XL,Color,Aqua Blue
2863,FASHION,FASHION_BASE_000103,Summer Dress 0103,Size,S,Color,Beige
2864,FASHION,FASHION_BASE_000103,Summer Dress 0103,Size,S,Color,Black
2865,FASHION,FASHION_BASE_000103,Summer Dress 0103,Size,S,Color,Aqua Blue
2866,FASHION,FASHION_BASE_000104,Skirt 0104,Size,XL,Color,Beige
2867,FASHION,FASHION_BASE_000104,Skirt 0104,Size,XL,Color,Red
2868,FASHION,FASHION_BASE_000104,Skirt 0104,Size,XL,Color,Black
2869,FASHION,FASHION_BASE_000104,Skirt 0104,Size,S,Color,Beige
2870,FASHION,FASHION_BASE_000104,Skirt 0104,Size,S,Color,Red
2871,FASHION,FASHION_BASE_000104,Skirt 0104,Size,S,Color,Black
2872,FASHION,FASHION_BASE_000104,Skirt 0104,Size,XS,Color,Beige
2873,FASHION,FASHION_BASE_000104,Skirt 0104,Size,XS,Color,Red
2874,FASHION,FASHION_BASE_000104,Skirt 0104,Size,XS,Color,Black
2875,FASHION,FASHION_BASE_000104,Skirt 0104,Size,M,Color,Beige
2876,FASHION,FASHION_BASE_000104,Skirt 0104,Size,M,Color,Red
2877,FASHION,FASHION_BASE_000104,Skirt 0104,Size,M,Color,Black
2878,FASHION,FASHION_BASE_000104,Skirt 0104,Size,L,Color,Beige
2879,FASHION,FASHION_BASE_000104,Skirt 0104,Size,L,Color,Red
2880,FASHION,FASHION_BASE_000104,Skirt 0104,Size,L,Color,Black
2881,FASHION,FASHION_BASE_000105,Summer Dress 0105,Size,S,Color,Aqua Blue
2882,FASHION,FASHION_BASE_000105,Summer Dress 0105,Size,S,Color,Red
2883,FASHION,FASHION_BASE_000105,Summer Dress 0105,Size,L,Color,Aqua Blue
2884,FASHION,FASHION_BASE_000105,Summer Dress 0105,Size,L,Color,Red
2885,FASHION,FASHION_BASE_000105,Summer Dress 0105,Size,XS,Color,Aqua Blue
2886,FASHION,FASHION_BASE_000105,Summer Dress 0105,Size,XS,Color,Red
2887,FASHION,FASHION_BASE_000105,Summer Dress 0105,Size,XL,Color,Aqua Blue
2888,FASHION,FASHION_BASE_000105,Summer Dress 0105,Size,XL,Color,Red
2889,FASHION,FASHION_BASE_000106,Hoodie 0106,Size,L,Color,Gray
2890,FASHION,FASHION_BASE_000106,Hoodie 0106,Size,L,Color,White
2891,FASHION,FASHION_BASE_000106,Hoodie 0106,Size,S,Color,Gray
2892,FASHION,FASHION_BASE_000106,Hoodie 0106,Size,S,Color,White
2893,FASHION,FASHION_BASE_000106,Hoodie 0106,Size,XS,Color,Gray
2894,FASHION,FASHION_BASE_000106,Hoodie 0106,Size,XS,Color,White
2895,FASHION,FASHION_BASE_000106,Hoodie 0106,Size,M,Color,Gray
2896,FASHION,FASHION_BASE_000106,Hoodie 0106,Size,M,Color,White
2897,FASHION,FASHION_BASE_000106,Hoodie 0106,Size,XL,Color,Gray
2898,FASHION,FASHION_BASE_000106,Hoodie 0106,Size,XL,Color,White
2899,FASHION,FASHION_BASE_000107,Sneakers 0107,Size,9,Color,Gray
2900,FASHION,FASHION_BASE_000107,Sneakers 0107,Size,9,Color,Black
2901,FASHION,FASHION_BASE_000107,Sneakers 0107,Size,9,Color,White
2902,FASHION,FASHION_BASE_000107,Sneakers 0107,Size,10,Color,Gray
2903,FASHION,FASHION_BASE_000107,Sneakers 0107,Size,10,Color,Black
2904,FASHION,FASHION_BASE_000107,Sneakers 0107,Size,10,Color,White
2905,FASHION,FASHION_BASE_000107,Sneakers 0107,Size,7,Color,Gray
2906,FASHION,FASHION_BASE_000107,Sneakers 0107,Size,7,Color,Black
2907,FASHION,FASHION_BASE_000107,Sneakers 0107,Size,7,Color,White
2908,FASHION,FASHION_BASE_000108,Summer Dress 0108,Size,M,Color,Red
2909,FASHION,FASHION_BASE_000108,Summer Dress 0108,Size,M,Color,Aqua Blue
2910,FASHION,FASHION_BASE_000108,Summer Dress 0108,Size,M,Color,Navy
2911,FASHION,FASHION_BASE_000108,Summer Dress 0108,Size,M,Color,Beige
2912,FASHION,FASHION_BASE_000108,Summer Dress 0108,Size,S,Color,Red
2913,FASHION,FASHION_BASE_000108,Summer Dress 0108,Size,S,Color,Aqua Blue
2914,FASHION,FASHION_BASE_000108,Summer Dress 0108,Size,S,Color,Navy
2915,FASHION,FASHION_BASE_000108,Summer Dress 0108,Size,S,Color,Beige
2916,FASHION,FASHION_BASE_000108,Summer Dress 0108,Size,XL,Color,Red
2917,FASHION,FASHION_BASE_000108,Summer Dress 0108,Size,XL,Color,Aqua Blue
2918,FASHION,FASHION_BASE_000108,Summer Dress 0108,Size,XL,Color,Navy
2919,FASHION,FASHION_BASE_000108,Summer Dress 0108,Size,XL,Color,Beige
2920,FASHION,FASHION_BASE_000108,Summer Dress 0108,Size,L,Color,Red
2921,FASHION,FASHION_BASE_000108,Summer Dress 0108,Size,L,Color,Aqua Blue
2922,FASHION,FASHION_BASE_000108,Summer Dress 0108,Size,L,Color,Navy
2923,FASHION,FASHION_BASE_000108,Summer Dress 0108,Size,L,Color,Beige
2924,FASHION,FASHION_BASE_000109,Hoodie 0109,Size,M,Color,Gray
2925,FASHION,FASHION_BASE_000109,Hoodie 0109,Size,M,Color,White
2926,FASHION,FASHION_BASE_000109,Hoodie 0109,Size,M,Color,Navy
2927,FASHION,FASHION_BASE_000109,Hoodie 0109,Size,XS,Color,Gray
2928,FASHION,FASHION_BASE_000109,Hoodie 0109,Size,XS,Color,White
2929,FASHION,FASHION_BASE_000109,Hoodie 0109,Size,XS,Color,Navy
2930,FASHION,FASHION_BASE_000109,Hoodie 0109,Size,S,Color,Gray
2931,FASHION,FASHION_BASE_000109,Hoodie 0109,Size,S,Color,White
2932,FASHION,FASHION_BASE_000109,Hoodie 0109,Size,S,Color,Navy
2933,FASHION,FASHION_BASE_000109,Hoodie 0109,Size,XL,Color,Gray
2934,FASHION,FASHION_BASE_000109,Hoodie 0109,Size,XL,Color,White
2935,FASHION,FASHION_BASE_000109,Hoodie 0109,Size,XL,Color,Navy
2936,FASHION,FASHION_BASE_000110,Hoodie 0110,Size,XL,Color,Navy
2937,FASHION,FASHION_BASE_000110,Hoodie 0110,Size,XL,Color,Black
2938,FASHION,FASHION_BASE_000110,Hoodie 0110,Size,XL,Color,Gray
2939,FASHION,FASHION_BASE_000110,Hoodie 0110,Size,M,Color,Navy
2940,FASHION,FASHION_BASE_000110,Hoodie 0110,Size,M,Color,Black
2941,FASHION,FASHION_BASE_000110,Hoodie 0110,Size,M,Color,Gray
2942,FASHION,FASHION_BASE_000110,Hoodie 0110,Size,L,Color,Navy
2943,FASHION,FASHION_BASE_000110,Hoodie 0110,Size,L,Color,Black
2944,FASHION,FASHION_BASE_000110,Hoodie 0110,Size,L,Color,Gray
2945,FASHION,FASHION_BASE_000110,Hoodie 0110,Size,XS,Color,Navy
2946,FASHION,FASHION_BASE_000110,Hoodie 0110,Size,XS,Color,Black
2947,FASHION,FASHION_BASE_000110,Hoodie 0110,Size,XS,Color,Gray
2948,FASHION,FASHION_BASE_000111,Skirt 0111,Size,S,Color,Navy
2949,FASHION,FASHION_BASE_000111,Skirt 0111,Size,S,Color,Beige
2950,FASHION,FASHION_BASE_000111,Skirt 0111,Size,S,Color,Red
2951,FASHION,FASHION_BASE_000111,Skirt 0111,Size,M,Color,Navy
2952,FASHION,FASHION_BASE_000111,Skirt 0111,Size,M,Color,Beige
2953,FASHION,FASHION_BASE_000111,Skirt 0111,Size,M,Color,Red
2954,FASHION,FASHION_BASE_000111,Skirt 0111,Size,XL,Color,Navy
2955,FASHION,FASHION_BASE_000111,Skirt 0111,Size,XL,Color,Beige
2956,FASHION,FASHION_BASE_000111,Skirt 0111,Size,XL,Color,Red
2957,FASHION,FASHION_BASE_000112,Skirt 0112,Size,M,Color,Red
2958,FASHION,FASHION_BASE_000112,Skirt 0112,Size,M,Color,Navy
2959,FASHION,FASHION_BASE_000112,Skirt 0112,Size,M,Color,Beige
2960,FASHION,FASHION_BASE_000112,Skirt 0112,Size,XS,Color,Red
2961,FASHION,FASHION_BASE_000112,Skirt 0112,Size,XS,Color,Navy
2962,FASHION,FASHION_BASE_000112,Skirt 0112,Size,XS,Color,Beige
2963,FASHION,FASHION_BASE_000112,Skirt 0112,Size,XL,Color,Red
2964,FASHION,FASHION_BASE_000112,Skirt 0112,Size,XL,Color,Navy
2965,FASHION,FASHION_BASE_000112,Skirt 0112,Size,XL,Color,Beige
2966,FASHION,FASHION_BASE_000112,Skirt 0112,Size,S,Color,Red
2967,FASHION,FASHION_BASE_000112,Skirt 0112,Size,S,Color,Navy
2968,FASHION,FASHION_BASE_000112,Skirt 0112,Size,S,Color,Beige
2969,FASHION,FASHION_BASE_000113,Skirt 0113,Size,M,Color,Beige
2970,FASHION,FASHION_BASE_000113,Skirt 0113,Size,M,Color,Black
2971,FASHION,FASHION_BASE_000113,Skirt 0113,Size,M,Color,Navy
2972,FASHION,FASHION_BASE_000113,Skirt 0113,Size,L,Color,Beige
2973,FASHION,FASHION_BASE_000113,Skirt 0113,Size,L,Color,Black
2974,FASHION,FASHION_BASE_000113,Skirt 0113,Size,L,Color,Navy
2975,FASHION,FASHION_BASE_000113,Skirt 0113,Size,XS,Color,Beige
2976,FASHION,FASHION_BASE_000113,Skirt 0113,Size,XS,Color,Black
2977,FASHION,FASHION_BASE_000113,Skirt 0113,Size,XS,Color,Navy
2978,FASHION,FASHION_BASE_000114,Summer Dress 0114,Size,L,Color,Red
2979,FASHION,FASHION_BASE_000114,Summer Dress 0114,Size,L,Color,White
2980,FASHION,FASHION_BASE_000114,Summer Dress 0114,Size,S,Color,Red
2981,FASHION,FASHION_BASE_000114,Summer Dress 0114,Size,S,Color,White
2982,FASHION,FASHION_BASE_000114,Summer Dress 0114,Size,XS,Color,Red
2983,FASHION,FASHION_BASE_000114,Summer Dress 0114,Size,XS,Color,White
2984,FASHION,FASHION_BASE_000115,Sneakers 0115,Size,6,Color,Black
2985,FASHION,FASHION_BASE_000115,Sneakers 0115,Size,6,Color,White
2986,FASHION,FASHION_BASE_000115,Sneakers 0115,Size,6,Color,Gray
2987,FASHION,FASHION_BASE_000115,Sneakers 0115,Size,8,Color,Black
2988,FASHION,FASHION_BASE_000115,Sneakers 0115,Size,8,Color,White
2989,FASHION,FASHION_BASE_000115,Sneakers 0115,Size,8,Color,Gray
2990,FASHION,FASHION_BASE_000115,Sneakers 0115,Size,10,Color,Black
2991,FASHION,FASHION_BASE_000115,Sneakers 0115,Size,10,Color,White
2992,FASHION,FASHION_BASE_000115,Sneakers 0115,Size,10,Color,Gray
2993,FASHION,FASHION_BASE_000115,Sneakers 0115,Size,11,Color,Black
2994,FASHION,FASHION_BASE_000115,Sneakers 0115,Size,11,Color,White
2995,FASHION,FASHION_BASE_000115,Sneakers 0115,Size,11,Color,Gray
2996,FASHION,FASHION_BASE_000116,T-Shirt 0116,Size,XS,Color,Green
2997,FASHION,FASHION_BASE_000116,T-Shirt 0116,Size,XS,Color,Pink
2998,FASHION,FASHION_BASE_000116,T-Shirt 0116,Size,M,Color,Green
2999,FASHION,FASHION_BASE_000116,T-Shirt 0116,Size,M,Color,Pink
3000,FASHION,FASHION_BASE_000116,T-Shirt 0116,Size,XL,Color,Green
3001,FASHION,FASHION_BASE_000116,T-Shirt 0116,Size,XL,Color,Pink
3002,FASHION,FASHION_BASE_000116,T-Shirt 0116,Size,L,Color,Green
3003,FASHION,FASHION_BASE_000116,T-Shirt 0116,Size,L,Color,Pink
3004,FASHION,FASHION_BASE_000117,T-Shirt 0117,Size,XS,Color,Beige
3005,FASHION,FASHION_BASE_000117,T-Shirt 0117,Size,XS,Color,Green
3006,FASHION,FASHION_BASE_000117,T-Shirt 0117,Size,XS,Color,Red
3007,FASHION,FASHION_BASE_000117,T-Shirt 0117,Size,XS,Color,Black
3008,FASHION,FASHION_BASE_000117,T-Shirt 0117,Size,XL,Color,Beige
3009,FASHION,FASHION_BASE_000117,T-Shirt 0117,Size,XL,Color,Green
3010,FASHION,FASHION_BASE_000117,T-Shirt 0117,Size,XL,Color,Red
3011,FASHION,FASHION_BASE_000117,T-Shirt 0117,Size,XL,Color,Black
3012,FASHION,FASHION_BASE_000117,T-Shirt 0117,Size,M,Color,Beige
3013,FASHION,FASHION_BASE_000117,T-Shirt 0117,Size,M,Color,Green
3014,FASHION,FASHION_BASE_000117,T-Shirt 0117,Size,M,Color,Red
3015,FASHION,FASHION_BASE_000117,T-Shirt 0117,Size,M,Color,Black
3016,FASHION,FASHION_BASE_000117,T-Shirt 0117,Size,L,Color,Beige
3017,FASHION,FASHION_BASE_000117,T-Shirt 0117,Size,L,Color,Green
3018,FASHION,FASHION_BASE_000117,T-Shirt 0117,Size,L,Color,Red
3019,FASHION,FASHION_BASE_000117,T-Shirt 0117,Size,L,Color,Black
3020,FASHION,FASHION_BASE_000117,T-Shirt 0117,Size,S,Color,Beige
3021,FASHION,FASHION_BASE_000117,T-Shirt 0117,Size,S,Color,Green
3022,FASHION,FASHION_BASE_000117,T-Shirt 0117,Size,S,Color,Red
3023,FASHION,FASHION_BASE_000117,T-Shirt 0117,Size,S,Color,Black
3024,FASHION,FASHION_BASE_000118,Skirt 0118,Size,S,Color,Red
3025,FASHION,FASHION_BASE_000118,Skirt 0118,Size,S,Color,Black
3026,FASHION,FASHION_BASE_000118,Skirt 0118,Size,XS,Color,Red
3027,FASHION,FASHION_BASE_000118,Skirt 0118,Size,XS,Color,Black
3028,FASHION,FASHION_BASE_000118,Skirt 0118,Size,M,Color,Red
3029,FASHION,FASHION_BASE_000118,Skirt 0118,Size,M,Color,Black
3030,FASHION,FASHION_BASE_000119,Summer Dress 0119,Size,XL,Color,Red
3031,FASHION,FASHION_BASE_000119,Summer Dress 0119,Size,XL,Color,Aqua Blue
3032,FASHION,FASHION_BASE_000119,Summer Dress 0119,Size,XL,Color,Beige
3033,FASHION,FASHION_BASE_000119,Summer Dress 0119,Size,XL,Color,Black
3034,FASHION,FASHION_BASE_000119,Summer Dress 0119,Size,M,Color,Red
3035,FASHION,FASHION_BASE_000119,Summer Dress 0119,Size,M,Color,Aqua Blue
3036,FASHION,FASHION_BASE_000119,Summer Dress 0119,Size,M,Color,Beige
3037,FASHION,FASHION_BASE_000119,Summer Dress 0119,Size,M,Color,Black
3038,FASHION,FASHION_BASE_000119,Summer Dress 0119,Size,XS,Color,Red
3039,FASHION,FASHION_BASE_000119,Summer Dress 0119,Size,XS,Color,Aqua Blue
3040,FASHION,FASHION_BASE_000119,Summer Dress 0119,Size,XS,Color,Beige
3041,FASHION,FASHION_BASE_000119,Summer Dress 0119,Size,XS,Color,Black
3042,FASHION,FASHION_BASE_000119,Summer Dress 0119,Size,L,Color,Red
3043,FASHION,FASHION_BASE_000119,Summer Dress 0119,Size,L,Color,Aqua Blue
3044,FASHION,FASHION_BASE_000119,Summer Dress 0119,Size,L,Color,Beige
3045,FASHION,FASHION_BASE_000119,Summer Dress 0119,Size,L,Color,Black
3046,FASHION,FASHION_BASE_000119,Summer Dress 0119,Size,S,Color,Red
3047,FASHION,FASHION_BASE_000119,Summer Dress 0119,Size,S,Color,Aqua Blue
3048,FASHION,FASHION_BASE_000119,Summer Dress 0119,Size,S,Color,Beige
3049,FASHION,FASHION_BASE_000119,Summer Dress 0119,Size,S,Color,Black
3050,FASHION,FASHION_BASE_000120,T-Shirt 0120,Size,XL,Color,Green
3051,FASHION,FASHION_BASE_000120,T-Shirt 0120,Size,XL,Color,Black
3052,FASHION,FASHION_BASE_000120,T-Shirt 0120,Size,S,Color,Green
3053,FASHION,FASHION_BASE_000120,T-Shirt 0120,Size,S,Color,Black
3054,FASHION,FASHION_BASE_000120,T-Shirt 0120,Size,M,Color,Green
3055,FASHION,FASHION_BASE_000120,T-Shirt 0120,Size,M,Color,Black
3056,FASHION,FASHION_BASE_000120,T-Shirt 0120,Size,XS,Color,Green
3057,FASHION,FASHION_BASE_000120,T-Shirt 0120,Size,XS,Color,Black
3058,FASHION,FASHION_BASE_000121,T-Shirt 0121,Size,L,Color,Aqua Blue
3059,FASHION,FASHION_BASE_000121,T-Shirt 0121,Size,L,Color,Navy
3060,FASHION,FASHION_BASE_000121,T-Shirt 0121,Size,L,Color,Red
3061,FASHION,FASHION_BASE_000121,T-Shirt 0121,Size,S,Color,Aqua Blue
3062,FASHION,FASHION_BASE_000121,T-Shirt 0121,Size,S,Color,Navy
3063,FASHION,FASHION_BASE_000121,T-Shirt 0121,Size,S,Color,Red
3064,FASHION,FASHION_BASE_000121,T-Shirt 0121,Size,XL,Color,Aqua Blue
3065,FASHION,FASHION_BASE_000121,T-Shirt 0121,Size,XL,Color,Navy
3066,FASHION,FASHION_BASE_000121,T-Shirt 0121,Size,XL,Color,Red
3067,FASHION,FASHION_BASE_000122,Hoodie 0122,Size,S,Color,Gray
3068,FASHION,FASHION_BASE_000122,Hoodie 0122,Size,S,Color,Black
3069,FASHION,FASHION_BASE_000122,Hoodie 0122,Size,L,Color,Gray
3070,FASHION,FASHION_BASE_000122,Hoodie 0122,Size,L,Color,Black
3071,FASHION,FASHION_BASE_000122,Hoodie 0122,Size,XS,Color,Gray
3072,FASHION,FASHION_BASE_000122,Hoodie 0122,Size,XS,Color,Black
3073,FASHION,FASHION_BASE_000123,Skirt 0123,Size,L,Color,Black
3074,FASHION,FASHION_BASE_000123,Skirt 0123,Size,L,Color,Beige
3075,FASHION,FASHION_BASE_000123,Skirt 0123,Size,XL,Color,Black
3076,FASHION,FASHION_BASE_000123,Skirt 0123,Size,XL,Color,Beige
